,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
15,15,1,0,1,0,2,60,7,0.20468850433826447,0.20468848943710327,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,54.70974135398865,23_AA_exp32,23_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,41,Network 3,AA,Min
24,24,1,0,1,0,2,30,1,0.17914865911006927,0.17914865911006927,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,92.93768048286438,23_AA_exp64,23_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,71,Network 3,AA,Min
25,25,1,0,1,0,2,30,7,0.18600182235240936,0.18600182235240936,0.0,0.0,0.0,0.0,30238.0,744.0,12278.0,2056,70.6682698726654,23_AA_exp64,23_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,53,Network 3,AA,Min
26,26,1,0,1,0,2,60,1,0.19899246096611026,0.19899243116378784,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,95.99350810050964,23_AA_exp64,23_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,74,Network 3,AA,Min
27,27,1,0,1,0,2,60,7,0.20501509308815,0.20501509308815,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,19.26900005340576,23_AA_exp64,23_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 3,AA,Min
30,30,1,0,1,0,3,60,1,0.1038600131869316,0.1038600131869316,0.7584553872955924,0.7152184844017029,0.8072562217712402,1424.0,3774.0,567.0,340.0,2032,40.70169734954835,23_AA_exp64,23_AA.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,31,Network 3,AA,Max
0,0,1,0,1,0,2,30,1,0.20420938730239868,0.20420938730239868,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,18.181470155715946,23_F_exp8,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,13,Network 4,F,Min
1,1,1,0,1,0,2,30,7,0.20215673744678492,0.20215673744678492,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.33831572532653,23_F_exp8,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 4,F,Min
3,3,1,0,1,0,2,60,7,0.2040211111307144,0.2040211111307144,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,19.62386918067932,23_F_exp8,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 4,F,Min
8,8,1,0,1,0,4,30,1,0.20423996448516848,0.20423996448516848,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,18.68204259872436,23_F_exp8,23_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,14,Network 4,F,Min
9,9,1,0,1,0,4,30,7,0.20255355536937714,0.20255352556705475,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,18.94653272628784,23_F_exp8,23_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,14,Network 4,F,Min
12,12,1,0,1,0,2,30,1,0.17850200831890106,0.17850200831890106,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,73.76874804496767,23_F_exp32,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,56,Network 4,F,Min
13,13,1,0,1,0,2,30,7,0.1825963407754898,0.1825963258743286,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,94.26536846160887,23_F_exp32,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,70,Network 4,F,Min
14,14,1,0,1,0,2,60,1,0.1743697226047516,0.1743697226047516,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,68.33550858497621,23_F_exp32,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,52,Network 4,F,Min
15,15,1,0,1,0,2,60,7,0.1815448701381684,0.18154484033584595,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,50.447598695755005,23_F_exp32,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,38,Network 4,F,Min
24,24,1,0,1,0,2,30,1,0.17571623623371124,0.17571623623371124,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,102.51601791381836,23_F_exp64,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,78,Network 4,F,Min
25,25,1,0,1,0,2,30,7,0.18290430307388306,0.18290431797504425,0.0,0.0,0.0,0.0,30979.0,3.0,12278.0,2056,94.7865617275238,23_F_exp64,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,71,Network 4,F,Min
26,26,1,0,1,0,2,60,1,0.17073974013328552,0.17073974013328552,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,47.36955213546753,23_F_exp64,23_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,36,Network 4,F,Min
21,21,1,0,1,0,4,30,7,0.11670529097318648,0.11670529097318648,0.7449033489701619,0.6964994072914124,0.8005375266075134,9829.0,26699.0,4283.0,2449.0,2056,50.83480906486511,23_F_exp32,23_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,38,Network 4,F,Max
