1,0,1,0,1,30,1,0.008659572340548038,0.008659572340548038,145993.359375,0.06874069571495056,2062,58.999640703201294,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,80
1,0,1,0,1,30,7,0.014769436791539192,0.014769436791539192,251150.90625,0.09080011397600174,2056,39.13610029220581,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,52
1,0,1,0,1,60,1,0.00965789146721363,0.00965789146721363,150773.671875,0.0723797008395195,2032,36.048157691955566,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,49
1,0,1,0,1,60,7,0.014223277568817139,0.014223278500139713,257912.75,0.08859004080295563,2026,51.98308968544006,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,69
1,0,1,0,2,30,1,0.003290831809863448,0.003290831809863448,7175354.0,0.01922941394150257,2062,50.00102996826172,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,69
1,0,1,0,2,30,7,0.003289015032351017,0.0032890147995203733,11267782.0,0.02256285585463047,2056,21.12951111793518,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,28
1,0,1,0,2,60,1,0.0034655516501516104,0.0034655516501516104,6621138.5,0.019073985517024994,2032,50.00515079498291,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,69
1,0,1,0,2,60,7,0.0033511538058519363,0.0033511535730212927,10767545.0,0.02222108654677868,2026,23.5561740398407,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,31
1,0,1,0,3,30,1,0.014079093933105469,0.014079093933105469,58894.8125,0.09186064451932907,2062,47.54320406913757,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,65
1,0,1,0,3,30,7,0.017880644649267197,0.017880642786622047,61558.9140625,0.1015971228480339,2056,45.40648293495178,16_C_exp8,16_C.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,60
