,dataset_name,input_size,output_size
0,16_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,13,15
1,16_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,13,15
2,16_J.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,13,15
3,16_J.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,13,15
4,16_J.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,13,15
5,16_J.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,13,15
6,16_J.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,13,15
7,16_J.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,13,15
8,16_J.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,13,15
9,16_J.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,13,15
10,16_J.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,13,15
11,16_J.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,13,15
12,16_J.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,13,15
13,16_J.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,13,15
14,16_J.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,13,15
15,16_J.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,13,15
16,16_J.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,13,15
17,16_J.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,13,15
18,16_J.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,13,15
19,16_J.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,13,15
20,16_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,13,15
21,16_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,13,15
22,16_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,13,15
23,16_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,13,15
24,16_J.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,6,7
25,16_J.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,6,7
26,16_J.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,6,7
27,16_J.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,6,7
28,16_J.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,13,15
29,16_J.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,13,15
30,16_J.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,13,15
31,16_J.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,13,15
32,16_J.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,13,15
33,16_J.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,13,15
34,16_J.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,13,15
35,16_J.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,13,15
36,16_J.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,10,11
37,16_J.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,10,11
38,16_J.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,10,11
39,16_J.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,10,11
40,16_J.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,10,11
41,16_J.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,10,11
42,16_J.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,10,11
43,16_J.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,10,11
44,16_J.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,13,15
45,16_J.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,13,15
46,16_J.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,13,15
47,16_J.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,13,15
48,16_J.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,13,15
49,16_J.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,13,15
50,16_J.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,13,15
51,16_J.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,13,15
52,16_J.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,13,15
53,16_J.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,13,15
54,16_J.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,13,15
55,16_J.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,13,15
56,16_J.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,13,15
57,16_J.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,13,15
58,16_J.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,13,15
59,16_J.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,13,15
