,dataset_name,input_size,output_size
0,11_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,11,15
1,11_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,11,15
2,11_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,11,15
3,11_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,11,15
4,11_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,54,15
5,11_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,54,15
6,11_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,54,15
7,11_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,54,15
8,11_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,20,15
9,11_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,20,15
10,11_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,20,15
11,11_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,20,15
