,dataset_name,input_size,output_size
0,18_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,15,15
1,18_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,15,15
2,18_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,15,15
3,18_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,15,15
4,18_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,15,15
5,18_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,15,15
6,18_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,15,15
7,18_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,15,15
8,18_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,15,15
9,18_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,15,15
10,18_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,15,15
11,18_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,15,15
12,18_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,15,15
13,18_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,15,15
14,18_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,15,15
15,18_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,15,15
16,18_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,15,15
17,18_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,15,15
18,18_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,15,15
19,18_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,15,15
20,18_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,15,15
21,18_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,15,15
22,18_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,15,15
23,18_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,15,15
24,18_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,7,7
25,18_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,7,7
26,18_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,7,7
27,18_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,7,7
28,18_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,15,15
29,18_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,15,15
30,18_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,15,15
31,18_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,15,15
32,18_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,15,15
33,18_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,15,15
34,18_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,15,15
35,18_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,15,15
36,18_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,11,11
37,18_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,11,11
38,18_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,11,11
39,18_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,11,11
40,18_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,11,11
41,18_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,11,11
42,18_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,11,11
43,18_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,11,11
44,18_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,15,15
45,18_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,15,15
46,18_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,15,15
47,18_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,15,15
48,18_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,15,15
49,18_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,15,15
50,18_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,15,15
51,18_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,15,15
52,18_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,15,15
53,18_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,15,15
54,18_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,15,15
55,18_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,15,15
56,18_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,15,15
57,18_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,15,15
58,18_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,15,15
59,18_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,15,15
