,dataset_name,input_size,output_size
0,10_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,1
1,10_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,1
2,10_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,1
3,10_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,1
4,10_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
5,10_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
6,10_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
7,10_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
8,10_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,1
9,10_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,1
10,10_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,1
11,10_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,1
12,10_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,1
13,10_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,1
14,10_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,1
15,10_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,1
16,10_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,1
17,10_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,1
18,10_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,1
19,10_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,1
20,10_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
21,10_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
22,10_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
23,10_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
24,10_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,1
25,10_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,1
26,10_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,1
27,10_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,1
28,10_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
29,10_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
30,10_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
31,10_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
32,10_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,5,1
33,10_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,5,1
34,10_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,5,1
35,10_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,5,1
36,10_I.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
37,10_I.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
38,10_I.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
39,10_I.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
40,10_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,5,1
41,10_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,5,1
42,10_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,5,1
43,10_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,5,1
44,10_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,1
45,10_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,1
46,10_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,1
47,10_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,1
48,10_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,5,1
49,10_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,5,1
50,10_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,5,1
51,10_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,5,1
52,10_I.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays1,1,1
53,10_I.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays7,1,1
54,10_I.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays1,1,1
55,10_I.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays7,1,1
56,10_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,5,1
57,10_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,5,1
58,10_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,5,1
59,10_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,5,1
60,10_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,1
61,10_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,1
62,10_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,1
63,10_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,1
64,10_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,5,1
65,10_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,5,1
66,10_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,5,1
67,10_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,5,1
68,10_I.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays1,1,1
69,10_I.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays7,1,1
70,10_I.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays1,1,1
71,10_I.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays7,1,1
72,10_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,5,1
73,10_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,5,1
74,10_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,5,1
75,10_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,5,1
76,10_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,1
