,dataset_name,input_size,output_size
0,17_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,15,1
1,17_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,15,1
2,17_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,15,1
3,17_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,15,1
4,17_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,15,1
5,17_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,15,1
6,17_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,15,1
7,17_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,15,1
8,17_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,15,1
9,17_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,15,1
10,17_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,15,1
11,17_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,15,1
12,17_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,15,1
13,17_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,15,1
14,17_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,15,1
15,17_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,15,1
16,17_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,15,1
17,17_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,15,1
18,17_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,15,1
19,17_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,15,1
20,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,15,1
21,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,15,1
22,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,15,1
23,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,15,1
24,17_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,7,1
25,17_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,7,1
26,17_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,7,1
27,17_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,7,1
28,17_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,15,1
29,17_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,15,1
30,17_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,15,1
31,17_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,15,1
32,17_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,15,1
33,17_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,15,1
34,17_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,15,1
35,17_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,15,1
36,17_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,11,1
37,17_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,11,1
38,17_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,11,1
39,17_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,11,1
40,17_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,11,1
41,17_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,11,1
42,17_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,11,1
43,17_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,11,1
44,17_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,15,1
45,17_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,15,1
46,17_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,15,1
47,17_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,15,1
48,17_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,15,1
49,17_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,15,1
50,17_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,15,1
51,17_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,15,1
52,17_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,15,1
53,17_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,15,1
54,17_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,15,1
55,17_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,15,1
56,17_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,15,1
57,17_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,15,1
58,17_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,15,1
59,17_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,15,1
