,dataset_name,input_size,output_size
0,23_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,9,1
1,23_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,9,1
2,23_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,9,1
3,23_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,9,1
4,23_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,9,1
5,23_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,9,1
6,23_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,9,1
7,23_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,9,1
8,23_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,9,1
9,23_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,9,1
10,23_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,9,1
11,23_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,9,1
12,23_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,9,1
13,23_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,9,1
14,23_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,9,1
15,23_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,9,1
16,23_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,9,1
17,23_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,9,1
18,23_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,9,1
19,23_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,9,1
20,23_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,9,1
21,23_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,9,1
22,23_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,9,1
23,23_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,9,1
24,23_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,1,1
25,23_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,1,1
26,23_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,1,1
27,23_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,1,1
28,23_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,9,1
29,23_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,9,1
30,23_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,9,1
31,23_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,9,1
32,23_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,9,1
33,23_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,9,1
34,23_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,9,1
35,23_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,9,1
36,23_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,5,1
37,23_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,5,1
38,23_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,5,1
39,23_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,5,1
40,23_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,5,1
41,23_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,5,1
42,23_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,5,1
43,23_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,5,1
44,23_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,9,1
45,23_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,9,1
46,23_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,9,1
47,23_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,9,1
48,23_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,9,1
49,23_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,9,1
50,23_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,9,1
51,23_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,9,1
52,23_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,9,1
53,23_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,9,1
54,23_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,9,1
55,23_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,9,1
56,23_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,9,1
57,23_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,9,1
58,23_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,9,1
59,23_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,9,1
