,dataset_name,input_size,output_size
0,11_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,8,1
1,11_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,8,1
2,11_J.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,8,1
3,11_J.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,8,1
4,11_J.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,8,1
5,11_J.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,8,1
6,11_J.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,8,1
7,11_J.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,8,1
8,11_J.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,8,1
9,11_J.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,8,1
10,11_J.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,8,1
11,11_J.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,8,1
12,11_J.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,8,1
13,11_J.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,8,1
14,11_J.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,8,1
15,11_J.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,8,1
16,11_J.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,8,1
17,11_J.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,8,1
18,11_J.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,8,1
19,11_J.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,8,1
20,11_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,8,1
21,11_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,8,1
22,11_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,8,1
23,11_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,8,1
24,11_J.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,1,1
25,11_J.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,1,1
26,11_J.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,1,1
27,11_J.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,1,1
28,11_J.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,8,1
29,11_J.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,8,1
30,11_J.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,8,1
31,11_J.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,8,1
32,11_J.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,8,1
33,11_J.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,8,1
34,11_J.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,8,1
35,11_J.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,8,1
36,11_J.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,5,1
37,11_J.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,5,1
38,11_J.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,5,1
39,11_J.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,5,1
40,11_J.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,5,1
41,11_J.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,5,1
42,11_J.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,5,1
43,11_J.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,5,1
44,11_J.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,8,1
45,11_J.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,8,1
46,11_J.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,8,1
47,11_J.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,8,1
48,11_J.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,8,1
49,11_J.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,8,1
50,11_J.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,8,1
51,11_J.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,8,1
52,11_J.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,8,1
53,11_J.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,8,1
54,11_J.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,8,1
55,11_J.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,8,1
56,11_J.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,8,1
57,11_J.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,8,1
58,11_J.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,8,1
59,11_J.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,8,1
