,dataset_name,input_size,output_size
0,16_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,6,6
1,16_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,6,6
2,16_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,6,6
3,16_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,6,6
4,16_H.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
5,16_H.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
6,16_H.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
7,16_H.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
8,16_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,6
9,16_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,6
10,16_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,6
11,16_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,6
12,16_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
13,16_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
14,16_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
15,16_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
16,16_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,6,6
17,16_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,6,6
18,16_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,6,6
19,16_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,6,6
20,16_H.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
21,16_H.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
22,16_H.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
23,16_H.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
24,16_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,6
25,16_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,6
26,16_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,6
27,16_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,6
28,16_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
29,16_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
30,16_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
31,16_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
32,16_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,6,6
33,16_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,6,6
34,16_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,6,6
35,16_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,6,6
36,16_H.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
37,16_H.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
38,16_H.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
39,16_H.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
40,16_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,6,6
41,16_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,6,6
42,16_H.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,6,6
43,16_H.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,6,6
44,16_H.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,2
45,16_H.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,2
46,16_H.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,2
47,16_H.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,2
48,16_H.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,6,6
49,16_H.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,6,6
50,16_H.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,6,6
51,16_H.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,6,6
52,16_H.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays1,1,1
53,16_H.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays7,1,1
54,16_H.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays1,1,1
55,16_H.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays7,1,1
56,16_H.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,6,6
57,16_H.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,6,6
58,16_H.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,6,6
59,16_H.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,6,6
60,16_H.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,2
61,16_H.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,2
62,16_H.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,2
63,16_H.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,2
64,16_H.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,6,6
65,16_H.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,6,6
66,16_H.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,6,6
67,16_H.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,6,6
68,16_H.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays1,1,1
69,16_H.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays7,1,1
70,16_H.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays1,1,1
71,16_H.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays7,1,1
72,16_H.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,6,6
73,16_H.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,6,6
74,16_H.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,6,6
75,16_H.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,6,6
76,16_H.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,2
77,16_H.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,2
78,16_H.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,2
79,16_H.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,2
80,16_H.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,6,6
81,16_H.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,6,6
82,16_H.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,6,6
83,16_H.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,6,6
84,16_H.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays1,1,1
85,16_H.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays7,1,1
86,16_H.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays1,1,1
87,16_H.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays7,1,1
88,16_H.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,6,6
89,16_H.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,6,6
90,16_H.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,6,6
91,16_H.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,6,6
92,16_H.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,2
93,16_H.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,2
94,16_H.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,2
95,16_H.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,2
96,16_H.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,6,6
97,16_H.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,6,6
98,16_H.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,6,6
99,16_H.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,6,6
100,16_H.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays1,1,1
101,16_H.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays7,1,1
102,16_H.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays1,1,1
103,16_H.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays7,1,1
104,16_H.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays1,0,0
105,16_H.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays7,0,0
106,16_H.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays1,0,0
107,16_H.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays7,0,0
108,16_H.v1.l1.ds1.l_combo6.ds_combo4.idays30.odays1,0,0
109,16_H.v1.l1.ds1.l_combo6.ds_combo4.idays30.odays7,0,0
110,16_H.v1.l1.ds1.l_combo6.ds_combo4.idays60.odays1,0,0
111,16_H.v1.l1.ds1.l_combo6.ds_combo4.idays60.odays7,0,0
112,16_H.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays1,6,6
113,16_H.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays7,6,6
114,16_H.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays1,6,6
115,16_H.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays7,6,6
116,16_H.v1.l1.ds1.l_combo7.ds_combo2.idays30.odays1,1,1
117,16_H.v1.l1.ds1.l_combo7.ds_combo2.idays30.odays7,1,1
118,16_H.v1.l1.ds1.l_combo7.ds_combo2.idays60.odays1,1,1
119,16_H.v1.l1.ds1.l_combo7.ds_combo2.idays60.odays7,1,1
120,16_H.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays1,6,6
121,16_H.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays7,6,6
122,16_H.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays1,6,6
123,16_H.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays7,6,6
124,16_H.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays1,2,2
125,16_H.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays7,2,2
126,16_H.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays1,2,2
127,16_H.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays7,2,2
128,16_H.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays1,6,6
129,16_H.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays7,6,6
130,16_H.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays1,6,6
131,16_H.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays7,6,6
132,16_H.v1.l1.ds1.l_combo8.ds_combo2.idays30.odays1,1,1
133,16_H.v1.l1.ds1.l_combo8.ds_combo2.idays30.odays7,1,1
134,16_H.v1.l1.ds1.l_combo8.ds_combo2.idays60.odays1,1,1
135,16_H.v1.l1.ds1.l_combo8.ds_combo2.idays60.odays7,1,1
136,16_H.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays1,6,6
137,16_H.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays7,6,6
138,16_H.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays1,6,6
139,16_H.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays7,6,6
140,16_H.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays1,2,2
141,16_H.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays7,2,2
142,16_H.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays1,2,2
143,16_H.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays7,2,2
144,16_H.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays1,6,6
145,16_H.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays7,6,6
146,16_H.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays1,6,6
147,16_H.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays7,6,6
148,16_H.v1.l1.ds1.l_combo9.ds_combo2.idays30.odays1,1,1
149,16_H.v1.l1.ds1.l_combo9.ds_combo2.idays30.odays7,1,1
150,16_H.v1.l1.ds1.l_combo9.ds_combo2.idays60.odays1,1,1
151,16_H.v1.l1.ds1.l_combo9.ds_combo2.idays60.odays7,1,1
152,16_H.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays1,2,2
153,16_H.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays7,2,2
154,16_H.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays1,2,2
155,16_H.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays7,2,2
156,16_H.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays1,2,2
157,16_H.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays7,2,2
158,16_H.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,2,2
159,16_H.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays7,2,2
160,16_H.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays1,6,6
161,16_H.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays7,6,6
162,16_H.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays1,6,6
163,16_H.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays7,6,6
164,16_H.v1.l1.ds1.l_combo10.ds_combo2.idays30.odays1,1,1
165,16_H.v1.l1.ds1.l_combo10.ds_combo2.idays30.odays7,1,1
166,16_H.v1.l1.ds1.l_combo10.ds_combo2.idays60.odays1,1,1
167,16_H.v1.l1.ds1.l_combo10.ds_combo2.idays60.odays7,1,1
168,16_H.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays1,2,2
169,16_H.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,2
170,16_H.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,2
171,16_H.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,2
172,16_H.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,2
173,16_H.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,2
174,16_H.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,2
175,16_H.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,2
176,16_H.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,6,6
177,16_H.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,6,6
178,16_H.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,6,6
179,16_H.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,6,6
180,16_H.v1.l1.ds1.l_combo11.ds_combo2.idays30.odays1,1,1
181,16_H.v1.l1.ds1.l_combo11.ds_combo2.idays30.odays7,1,1
182,16_H.v1.l1.ds1.l_combo11.ds_combo2.idays60.odays1,1,1
183,16_H.v1.l1.ds1.l_combo11.ds_combo2.idays60.odays7,1,1
184,16_H.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,6,6
185,16_H.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,6,6
186,16_H.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,6,6
187,16_H.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,6,6
188,16_H.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,2
