,dataset_name,input_size,output_size
0,11_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
1,11_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
2,11_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
3,11_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
4,11_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,1
5,11_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,1
6,11_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,1
7,11_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,1
8,11_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,1
9,11_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,1
10,11_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,1
11,11_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,1
12,11_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
13,11_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
14,11_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
15,11_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
16,11_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,1
17,11_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,1
18,11_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,1
19,11_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,1
20,11_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
21,11_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
22,11_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
23,11_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
24,11_D.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
25,11_D.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
26,11_D.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
27,11_D.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
28,11_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,6,1
29,11_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,6,1
30,11_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,6,1
31,11_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,6,1
32,11_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,1
33,11_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,1
34,11_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,1
35,11_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,1
36,11_D.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays1,1,1
37,11_D.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays7,1,1
38,11_D.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays1,1,1
39,11_D.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays7,1,1
40,11_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,6,1
41,11_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,6,1
42,11_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,6,1
43,11_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,6,1
44,11_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,1
45,11_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,1
46,11_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,1
47,11_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,1
48,11_D.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays1,1,1
49,11_D.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays7,1,1
50,11_D.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays1,1,1
51,11_D.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays7,1,1
52,11_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,6,1
53,11_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,6,1
54,11_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,6,1
55,11_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,6,1
56,11_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,1
57,11_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,1
58,11_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,1
59,11_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,1
60,11_D.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays1,1,1
61,11_D.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays7,1,1
62,11_D.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays1,1,1
63,11_D.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays7,1,1
64,11_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,6,1
65,11_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,6,1
66,11_D.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,6,1
67,11_D.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,6,1
68,11_D.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,1
69,11_D.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,1
70,11_D.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,1
71,11_D.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,1
72,11_D.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays1,1,1
73,11_D.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays7,1,1
74,11_D.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays1,1,1
75,11_D.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays7,1,1
76,11_D.v1.l1.ds1.l_combo7.ds_combo2.idays30.odays1,1,1
77,11_D.v1.l1.ds1.l_combo7.ds_combo2.idays30.odays7,1,1
78,11_D.v1.l1.ds1.l_combo7.ds_combo2.idays60.odays1,1,1
79,11_D.v1.l1.ds1.l_combo7.ds_combo2.idays60.odays7,1,1
80,11_D.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays1,6,1
81,11_D.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays7,6,1
82,11_D.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays1,6,1
83,11_D.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays7,6,1
84,11_D.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays1,2,1
85,11_D.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays7,2,1
86,11_D.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays1,2,1
87,11_D.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays7,2,1
88,11_D.v1.l1.ds1.l_combo8.ds_combo2.idays30.odays1,1,1
89,11_D.v1.l1.ds1.l_combo8.ds_combo2.idays30.odays7,1,1
90,11_D.v1.l1.ds1.l_combo8.ds_combo2.idays60.odays1,1,1
91,11_D.v1.l1.ds1.l_combo8.ds_combo2.idays60.odays7,1,1
92,11_D.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays1,6,1
93,11_D.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays7,6,1
94,11_D.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays1,6,1
95,11_D.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays7,6,1
96,11_D.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays1,2,1
97,11_D.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays7,2,1
98,11_D.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays1,2,1
99,11_D.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays7,2,1
100,11_D.v1.l1.ds1.l_combo9.ds_combo2.idays30.odays1,1,1
101,11_D.v1.l1.ds1.l_combo9.ds_combo2.idays30.odays7,1,1
102,11_D.v1.l1.ds1.l_combo9.ds_combo2.idays60.odays1,1,1
103,11_D.v1.l1.ds1.l_combo9.ds_combo2.idays60.odays7,1,1
104,11_D.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays1,2,1
105,11_D.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays7,2,1
106,11_D.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays1,2,1
107,11_D.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays7,2,1
108,11_D.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays1,2,1
109,11_D.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays7,2,1
110,11_D.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,2,1
111,11_D.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays7,2,1
112,11_D.v1.l1.ds1.l_combo10.ds_combo2.idays30.odays1,1,1
113,11_D.v1.l1.ds1.l_combo10.ds_combo2.idays30.odays7,1,1
114,11_D.v1.l1.ds1.l_combo10.ds_combo2.idays60.odays1,1,1
115,11_D.v1.l1.ds1.l_combo10.ds_combo2.idays60.odays7,1,1
116,11_D.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays1,2,1
117,11_D.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,1
118,11_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,1
119,11_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,1
120,11_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,1
121,11_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,1
122,11_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,1
123,11_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,1
124,11_D.v1.l1.ds1.l_combo11.ds_combo2.idays30.odays1,1,1
125,11_D.v1.l1.ds1.l_combo11.ds_combo2.idays30.odays7,1,1
126,11_D.v1.l1.ds1.l_combo11.ds_combo2.idays60.odays1,1,1
127,11_D.v1.l1.ds1.l_combo11.ds_combo2.idays60.odays7,1,1
128,11_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,6,1
129,11_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,6,1
130,11_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,6,1
131,11_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,6,1
132,11_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,1
133,11_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays7,2,1
134,11_D.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays1,2,1
