,dataset_name,input_size,output_size
0,5_Q.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,75,90
1,5_Q.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,75,90
2,5_Q.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,75,90
3,5_Q.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,75,90
4,5_Q.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,64,76
5,5_Q.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,64,76
6,5_Q.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,64,76
7,5_Q.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,64,76
8,5_Q.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,28,28
9,5_Q.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,28,28
10,5_Q.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,28,28
11,5_Q.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,28,28
