,dataset_name,input_size,output_size
0,23_Q.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,15,15
1,23_Q.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,15,15
2,23_Q.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,15,15
3,23_Q.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,15,15
4,23_Q.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,64,15
5,23_Q.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,64,15
6,23_Q.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,64,15
7,23_Q.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,64,15
8,23_Q.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,28,15
9,23_Q.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,28,15
10,23_Q.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,28,15
11,23_Q.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,28,15
