,dataset_name,input_size,output_size
0,24_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,13,15
1,24_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,13,15
2,24_V.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,13,15
3,24_V.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,13,15
4,24_V.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,13,15
5,24_V.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,13,15
6,24_V.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,13,15
7,24_V.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,13,15
8,24_V.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,13,15
9,24_V.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,13,15
10,24_V.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,13,15
11,24_V.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,13,15
12,24_V.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,13,15
13,24_V.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,13,15
14,24_V.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,13,15
15,24_V.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,13,15
16,24_V.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,13,15
17,24_V.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,13,15
18,24_V.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,13,15
19,24_V.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,13,15
20,24_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,13,15
21,24_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,13,15
22,24_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,13,15
23,24_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,13,15
24,24_V.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,6,7
25,24_V.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,6,7
26,24_V.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,6,7
27,24_V.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,6,7
28,24_V.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,13,15
29,24_V.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,13,15
30,24_V.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,13,15
31,24_V.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,13,15
32,24_V.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,13,15
33,24_V.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,13,15
34,24_V.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,13,15
35,24_V.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,13,15
36,24_V.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,10,11
37,24_V.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,10,11
38,24_V.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,10,11
39,24_V.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,10,11
40,24_V.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,10,11
41,24_V.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,10,11
42,24_V.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,10,11
43,24_V.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,10,11
44,24_V.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,13,15
45,24_V.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,13,15
46,24_V.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,13,15
47,24_V.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,13,15
48,24_V.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,13,15
49,24_V.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,13,15
50,24_V.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,13,15
51,24_V.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,13,15
52,24_V.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,13,15
53,24_V.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,13,15
54,24_V.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,13,15
55,24_V.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,13,15
56,24_V.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,13,15
57,24_V.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,13,15
58,24_V.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,13,15
59,24_V.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,13,15
