,dataset_name,input_size,output_size
0,20_L.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,15,15
1,20_L.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,15,15
2,20_L.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,15,15
3,20_L.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,15,15
4,20_L.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,15,15
5,20_L.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,15,15
6,20_L.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,15,15
7,20_L.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,15,15
8,20_L.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,15,15
9,20_L.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,15,15
10,20_L.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,15,15
11,20_L.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,15,15
12,20_L.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,15,15
13,20_L.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,15,15
14,20_L.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,15,15
15,20_L.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,15,15
16,20_L.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,15,15
17,20_L.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,15,15
18,20_L.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,15,15
19,20_L.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,15,15
20,20_L.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,15,15
21,20_L.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,15,15
22,20_L.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,15,15
23,20_L.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,15,15
24,20_L.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,7,7
25,20_L.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,7,7
26,20_L.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,7,7
27,20_L.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,7,7
28,20_L.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,15,15
29,20_L.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,15,15
30,20_L.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,15,15
31,20_L.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,15,15
32,20_L.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,15,15
33,20_L.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,15,15
34,20_L.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,15,15
35,20_L.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,15,15
36,20_L.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,11,11
37,20_L.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,11,11
38,20_L.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,11,11
39,20_L.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,11,11
40,20_L.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,11,11
41,20_L.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,11,11
42,20_L.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,11,11
43,20_L.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,11,11
44,20_L.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,15,15
45,20_L.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,15,15
46,20_L.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,15,15
47,20_L.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,15,15
48,20_L.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,15,15
49,20_L.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,15,15
50,20_L.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,15,15
51,20_L.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,15,15
52,20_L.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,15,15
53,20_L.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,15,15
54,20_L.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,15,15
55,20_L.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,15,15
56,20_L.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,15,15
57,20_L.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,15,15
58,20_L.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,15,15
59,20_L.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,15,15
