,dataset_name,input_size,output_size
0,8_L.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays1,15,15
1,8_L.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays7,15,15
2,8_L.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays1,15,15
3,8_L.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays7,15,15
4,8_L.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays1,15,15
5,8_L.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays7,15,15
6,8_L.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays1,15,15
7,8_L.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays7,15,15
8,8_L.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays1,15,15
9,8_L.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays7,15,15
10,8_L.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays1,15,15
11,8_L.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays7,15,15
12,8_L.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays1,15,15
13,8_L.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays7,15,15
14,8_L.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays1,15,15
15,8_L.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays7,15,15
16,8_L.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays1,15,15
17,8_L.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays7,15,15
18,8_L.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays1,15,15
19,8_L.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays7,15,15
20,8_L.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays1,15,15
21,8_L.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays7,15,15
22,8_L.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays1,15,15
23,8_L.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays7,15,15
24,8_L.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays1,7,7
25,8_L.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays7,7,7
26,8_L.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays1,7,7
27,8_L.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays7,7,7
28,8_L.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays1,15,15
29,8_L.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays7,15,15
30,8_L.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays1,15,15
31,8_L.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays7,15,15
32,8_L.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays1,15,15
33,8_L.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays7,15,15
34,8_L.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays1,15,15
35,8_L.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays7,15,15
36,8_L.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays1,11,11
37,8_L.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays7,11,11
38,8_L.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays1,11,11
39,8_L.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays7,11,11
40,8_L.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays1,11,11
41,8_L.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays7,11,11
42,8_L.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays1,11,11
43,8_L.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays7,11,11
44,8_L.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays1,15,15
45,8_L.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays7,15,15
46,8_L.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays1,15,15
47,8_L.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays7,15,15
48,8_L.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays1,15,15
49,8_L.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays7,15,15
50,8_L.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays1,15,15
51,8_L.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays7,15,15
52,8_L.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays1,15,15
53,8_L.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays7,15,15
54,8_L.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays1,15,15
55,8_L.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays7,15,15
56,8_L.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays1,15,15
57,8_L.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays7,15,15
58,8_L.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays1,15,15
59,8_L.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays7,15,15
