,dataset_name,input_size,output_size
0,10_L.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays1,15,1
1,10_L.v1.l1.ds0.l_combo0.ds_combo1.idays30.odays7,15,1
2,10_L.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays1,15,1
3,10_L.v1.l1.ds0.l_combo0.ds_combo1.idays60.odays7,15,1
4,10_L.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays1,15,1
5,10_L.v1.l1.ds0.l_combo1.ds_combo1.idays30.odays7,15,1
6,10_L.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays1,15,1
7,10_L.v1.l1.ds0.l_combo1.ds_combo1.idays60.odays7,15,1
8,10_L.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays1,15,1
9,10_L.v1.l1.ds0.l_combo2.ds_combo1.idays30.odays7,15,1
10,10_L.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays1,15,1
11,10_L.v1.l1.ds0.l_combo2.ds_combo1.idays60.odays7,15,1
12,10_L.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays1,15,1
13,10_L.v1.l1.ds0.l_combo3.ds_combo1.idays30.odays7,15,1
14,10_L.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays1,15,1
15,10_L.v1.l1.ds0.l_combo3.ds_combo1.idays60.odays7,15,1
16,10_L.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays1,15,1
17,10_L.v1.l1.ds0.l_combo4.ds_combo1.idays30.odays7,15,1
18,10_L.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays1,15,1
19,10_L.v1.l1.ds0.l_combo4.ds_combo1.idays60.odays7,15,1
20,10_L.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays1,15,1
21,10_L.v1.l1.ds0.l_combo5.ds_combo1.idays30.odays7,15,1
22,10_L.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays1,15,1
23,10_L.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays7,15,1
24,10_L.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays1,7,1
25,10_L.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays7,7,1
26,10_L.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays1,7,1
27,10_L.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays7,7,1
28,10_L.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays1,15,1
29,10_L.v1.l1.ds0.l_combo7.ds_combo1.idays30.odays7,15,1
30,10_L.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays1,15,1
31,10_L.v1.l1.ds0.l_combo7.ds_combo1.idays60.odays7,15,1
32,10_L.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays1,15,1
33,10_L.v1.l1.ds0.l_combo8.ds_combo1.idays30.odays7,15,1
34,10_L.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays1,15,1
35,10_L.v1.l1.ds0.l_combo8.ds_combo1.idays60.odays7,15,1
36,10_L.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays1,11,1
37,10_L.v1.l1.ds0.l_combo9.ds_combo1.idays30.odays7,11,1
38,10_L.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays1,11,1
39,10_L.v1.l1.ds0.l_combo9.ds_combo1.idays60.odays7,11,1
40,10_L.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays1,11,1
41,10_L.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays7,11,1
42,10_L.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays1,11,1
43,10_L.v1.l1.ds0.l_combo10.ds_combo1.idays60.odays7,11,1
44,10_L.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays1,15,1
45,10_L.v1.l1.ds0.l_combo11.ds_combo1.idays30.odays7,15,1
46,10_L.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays1,15,1
47,10_L.v1.l1.ds0.l_combo11.ds_combo1.idays60.odays7,15,1
48,10_L.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays1,15,1
49,10_L.v1.l1.ds0.l_combo12.ds_combo1.idays30.odays7,15,1
50,10_L.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays1,15,1
51,10_L.v1.l1.ds0.l_combo12.ds_combo1.idays60.odays7,15,1
52,10_L.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays1,15,1
53,10_L.v1.l1.ds0.l_combo13.ds_combo1.idays30.odays7,15,1
54,10_L.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays1,15,1
55,10_L.v1.l1.ds0.l_combo13.ds_combo1.idays60.odays7,15,1
56,10_L.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays1,15,1
57,10_L.v1.l1.ds0.l_combo14.ds_combo1.idays30.odays7,15,1
58,10_L.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays1,15,1
59,10_L.v1.l1.ds0.l_combo14.ds_combo1.idays60.odays7,15,1
