,dataset_name,input_size,output_size
0,8_D.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,6,6
1,8_D.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,6,6
2,8_D.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,6,6
3,8_D.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,6,6
4,8_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
5,8_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
6,8_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
7,8_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
8,8_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,6
9,8_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,6
10,8_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,6
11,8_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,6
12,8_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
13,8_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
14,8_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
15,8_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
16,8_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,6,6
17,8_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,6,6
18,8_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,6,6
19,8_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,6,6
20,8_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
21,8_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
22,8_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
23,8_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
24,8_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,6
25,8_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,6
26,8_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,6
27,8_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,6
28,8_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
29,8_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
30,8_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
31,8_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
