,dataset_name,input_size,output_size
0,21_AA.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,75,15
1,21_AA.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,75,15
2,21_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,75,15
3,21_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,75,15
4,21_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,15,15
5,21_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,15,15
6,21_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,15,15
7,21_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,15,15
8,21_AA.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,64,15
9,21_AA.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,64,15
10,21_AA.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,64,15
11,21_AA.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,64,15
12,21_AA.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,28,15
13,21_AA.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,28,15
14,21_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,28,15
15,21_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,28,15
