,dataset_name,input_size,output_size
0,24_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,6,6
1,24_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,6,6
2,24_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,6,6
3,24_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,6,6
4,24_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,6,6
5,24_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,6,6
6,24_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,6,6
7,24_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,6,6
8,24_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,6,6
9,24_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,6,6
10,24_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,6,6
11,24_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,6,6
12,24_H.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,6,6
13,24_H.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,6,6
14,24_H.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,6,6
15,24_H.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,6,6
16,24_H.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,6,6
17,24_H.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,6,6
18,24_H.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,6,6
19,24_H.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,6,6
20,24_H.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,6,6
21,24_H.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,6,6
22,24_H.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,6,6
23,24_H.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,6,6
24,24_H.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,6,6
25,24_H.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,6,6
26,24_H.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,6,6
27,24_H.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,6,6
28,24_H.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays1,6,6
29,24_H.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays7,6,6
30,24_H.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays1,6,6
31,24_H.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays7,6,6
32,24_H.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays1,6,6
33,24_H.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays7,6,6
34,24_H.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays1,6,6
35,24_H.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays7,6,6
36,24_H.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays1,6,6
37,24_H.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays7,6,6
38,24_H.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays1,6,6
39,24_H.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays7,6,6
40,24_H.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays1,6,6
41,24_H.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays7,6,6
42,24_H.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays1,6,6
43,24_H.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays7,6,6
44,24_H.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,6,6
45,24_H.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,6,6
46,24_H.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,6,6
47,24_H.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,6,6
48,24_H.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays1,6,6
49,24_H.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays7,6,6
50,24_H.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays1,6,6
51,24_H.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays7,6,6
52,24_H.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays1,6,6
53,24_H.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays7,6,6
54,24_H.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays1,6,6
55,24_H.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays7,6,6
56,24_H.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays1,6,6
57,24_H.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays7,6,6
58,24_H.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays1,6,6
59,24_H.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays7,6,6
