,dataset_name,input_size,output_size
0,16_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,6
1,16_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,6
2,16_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,6
3,16_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,6
4,16_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
5,16_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
6,16_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
7,16_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
8,16_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,6
9,16_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,6
10,16_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,6
11,16_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,6
12,16_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
13,16_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
14,16_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
15,16_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
16,16_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,6
17,16_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,6
18,16_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,6
19,16_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,6
20,16_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
21,16_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
22,16_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
23,16_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
24,16_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,6
25,16_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,6
26,16_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,6
27,16_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,6
28,16_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
29,16_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
30,16_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
31,16_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
32,16_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,5,6
33,16_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,5,6
34,16_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,5,6
35,16_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,5,6
36,16_I.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
37,16_I.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
38,16_I.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
39,16_I.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
