,dataset_name,input_size,output_size
0,13_D.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,6,1
1,13_D.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,6,1
2,13_D.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,6,1
3,13_D.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,6,1
4,13_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,1
5,13_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,1
6,13_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,1
7,13_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,1
8,13_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,1
9,13_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,1
10,13_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,1
11,13_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,1
12,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,6,1
13,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,6,1
14,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,6,1
15,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,6,1
16,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,1
17,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,1
18,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,1
19,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,1
20,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
21,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
22,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
23,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
24,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,6,1
25,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,6,1
26,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,6,1
