,dataset_name,input_size,output_size
0,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,1
1,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,1
2,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,1
3,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,1
4,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,1
5,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,1
6,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,1
7,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,1
8,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,1
9,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,1
10,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,1
11,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,1
12,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,1
13,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,1
14,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,1
15,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,1
16,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,1
17,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,1
18,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,1
19,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,1
20,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
21,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
22,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
23,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
24,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,5,1
25,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,5,1
26,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,5,1
27,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,5,1
28,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,5,1
29,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,5,1
30,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,5,1
31,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,5,1
32,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,1
33,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,1
34,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,1
35,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,1
36,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,5,1
37,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,5,1
38,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,5,1
39,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,5,1
40,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,5,1
41,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,5,1
42,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,5,1
43,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,5,1
44,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,1
45,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,1
46,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,1
47,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,1
48,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,5,1
49,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,5,1
50,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,5,1
51,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,5,1
52,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,5,1
53,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,5,1
54,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,5,1
55,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,5,1
56,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,1
57,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,1
58,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,1
59,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,1
60,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,5,1
61,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,5,1
62,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,5,1
63,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,5,1
64,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,5,1
65,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,5,1
66,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,5,1
67,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,5,1
68,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,1
69,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,1
70,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,1
71,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,1
72,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,5,1
73,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,5,1
74,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,5,1
75,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,5,1
76,13_I.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays1,0,1
77,13_I.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays7,0,1
78,13_I.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays1,0,1
79,13_I.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays7,0,1
