,dataset_name,input_size,output_size
0,4_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
1,4_D.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
2,4_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
3,4_D.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
4,4_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,6
5,4_D.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,6
6,4_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,6
7,4_D.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,6
8,4_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
9,4_D.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
10,4_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
11,4_D.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
12,4_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
13,4_D.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
14,4_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
15,4_D.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
16,4_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,6
17,4_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,6
18,4_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,6
19,4_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,6
20,4_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
21,4_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
22,4_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
23,4_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
24,4_D.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
25,4_D.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
26,4_D.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
27,4_D.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
28,4_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,6,6
29,4_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,6,6
30,4_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,6,6
31,4_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,6,6
32,4_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,2
33,4_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,2
34,4_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,2
35,4_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,2
36,4_D.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays1,1,1
37,4_D.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays7,1,1
38,4_D.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays1,1,1
39,4_D.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays7,1,1
40,4_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,6,6
41,4_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,6,6
42,4_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,6,6
43,4_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,6,6
44,4_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,2
45,4_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,2
46,4_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,2
47,4_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,2
48,4_D.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays1,1,1
49,4_D.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays7,1,1
50,4_D.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays1,1,1
51,4_D.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays7,1,1
52,4_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,6,6
53,4_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,6,6
54,4_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,6,6
55,4_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,6,6
56,4_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,2
57,4_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,2
58,4_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,2
59,4_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,2
60,4_D.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays1,1,1
61,4_D.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays7,1,1
62,4_D.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays1,1,1
63,4_D.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays7,1,1
64,4_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,6,6
65,4_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,6,6
66,4_D.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,6,6
