,dataset_name,input_size,output_size
0,3_AA.v1.l0.ds1.l_combo0.ds_combo0.idays30.odays1,45,90
1,3_AA.v1.l0.ds1.l_combo0.ds_combo0.idays30.odays7,45,90
2,3_AA.v1.l0.ds1.l_combo0.ds_combo0.idays60.odays1,45,90
3,3_AA.v1.l0.ds1.l_combo0.ds_combo0.idays60.odays7,45,90
4,3_AA.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,15,15
5,3_AA.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,15,15
6,3_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,15,15
7,3_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,15,15
8,3_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,38,76
9,3_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,38,76
10,3_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,38,76
11,3_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,38,76
12,3_AA.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,14,28
13,3_AA.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,14,28
14,3_AA.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,14,28
15,3_AA.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,14,28
