,dataset_name,input_size,output_size
0,22_H.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
1,22_H.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
2,22_H.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
3,22_H.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
4,22_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,6,6
5,22_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,6,6
6,22_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,6,6
7,22_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,6,6
8,22_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
9,22_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
10,22_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
11,22_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
12,22_H.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
13,22_H.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
14,22_H.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
15,22_H.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
16,22_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,6
17,22_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,6
18,22_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,6
19,22_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,6
20,22_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
21,22_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
22,22_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
23,22_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
24,22_H.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays1,1,1
25,22_H.v1.l1.ds1.l_combo2.ds_combo2.idays30.odays7,1,1
26,22_H.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays1,1,1
27,22_H.v1.l1.ds1.l_combo2.ds_combo2.idays60.odays7,1,1
28,22_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,6,6
29,22_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,6,6
30,22_H.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,6,6
31,22_H.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,6,6
32,22_H.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,2
33,22_H.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,2
34,22_H.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,2
35,22_H.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,2
36,22_H.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays1,1,1
37,22_H.v1.l1.ds1.l_combo3.ds_combo2.idays30.odays7,1,1
38,22_H.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays1,1,1
39,22_H.v1.l1.ds1.l_combo3.ds_combo2.idays60.odays7,1,1
40,22_H.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,6,6
41,22_H.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,6,6
42,22_H.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,6,6
43,22_H.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,6,6
44,22_H.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,2
45,22_H.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,2
46,22_H.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,2
47,22_H.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,2
48,22_H.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays1,1,1
49,22_H.v1.l1.ds1.l_combo4.ds_combo2.idays30.odays7,1,1
50,22_H.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays1,1,1
51,22_H.v1.l1.ds1.l_combo4.ds_combo2.idays60.odays7,1,1
52,22_H.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,6,6
53,22_H.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,6,6
54,22_H.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,6,6
55,22_H.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,6,6
56,22_H.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,2
57,22_H.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,2
58,22_H.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,2
59,22_H.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,2
60,22_H.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays1,1,1
61,22_H.v1.l1.ds1.l_combo5.ds_combo2.idays30.odays7,1,1
62,22_H.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays1,1,1
63,22_H.v1.l1.ds1.l_combo5.ds_combo2.idays60.odays7,1,1
64,22_H.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,6,6
65,22_H.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,6,6
66,22_H.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,6,6
67,22_H.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,6,6
68,22_H.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,2
69,22_H.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,2
70,22_H.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,2
71,22_H.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,2
72,22_H.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays1,1,1
73,22_H.v1.l1.ds1.l_combo6.ds_combo2.idays30.odays7,1,1
74,22_H.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays1,1,1
75,22_H.v1.l1.ds1.l_combo6.ds_combo2.idays60.odays7,1,1
76,22_H.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays1,0,0
77,22_H.v1.l1.ds1.l_combo6.ds_combo3.idays30.odays7,0,0
78,22_H.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays1,0,0
79,22_H.v1.l1.ds1.l_combo6.ds_combo3.idays60.odays7,0,0
