,dataset_name,input_size,output_size
0,16_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,63,90
1,16_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,63,90
2,16_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,63,90
3,16_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,63,90
4,16_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,11,15
5,16_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,11,15
6,16_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,11,15
7,16_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,11,15
8,16_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,54,76
9,16_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,54,76
10,16_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,54,76
11,16_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,54,76
12,16_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,20,28
13,16_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,20,28
14,16_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,20,28
15,16_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,20,28
