,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
1,F,30,1,22_F_exp32,0.017283909553035846,0.01924159101775328,Min
11,F,60,7,22_F_exp64,0.02210607848662351,0.01924159101775328,Max
7,Q,60,1,22_Q_exp32,0.01743752309590766,0.0191497980698184,Min
10,Q,60,7,22_Q_exp32,0.02114711936852824,0.0191497980698184,Max
8,AA,60,1,22_AA_exp64,0.017462663900326282,0.019399091403107017,Min
11,AA,60,7,22_AA_exp64,0.022260268598387967,0.019399091403107017,Max
1,J,30,1,22_J_exp32,0.018396619703432843,0.01935506656476367,Min
5,J,30,7,22_J_exp64,0.020562754006774608,0.01935506656476367,Max
8,M,60,1,22_M_exp64,0.017941750754297027,0.01895886065561653,Min
3,M,30,7,22_M_exp8,0.01999887628598186,0.01895886065561653,Max
2,V,30,1,22_V_exp64,0.01840645547940576,0.019434300402612414,Min
5,V,30,7,22_V_exp64,0.020476171154012318,0.019434300402612414,Max
7,G,60,1,22_G_exp32,0.016830863431096073,0.018824146284411352,Min
3,G,30,7,22_G_exp8,0.021257184445858,0.018824146284411352,Max
7,N,60,1,22_N_exp32,0.016881104558706284,0.018786860164254904,Min
9,N,60,7,22_N_exp8,0.02086947113275528,0.018786860164254904,Max
1,T,30,1,22_T_exp32,0.0165816992521286,0.018806885307033856,Min
3,T,30,7,22_T_exp8,0.021705245599150658,0.018806885307033856,Max
1,W,30,1,22_W_exp32,0.016754647716879845,0.018773874112715323,Min
5,W,30,7,22_W_exp64,0.02088751271367073,0.018773874112715323,Max
8,Y,60,1,22_Y_exp64,0.016704197973012924,0.018824154200653236,Min
5,Y,30,7,22_Y_exp64,0.020978733897209167,0.018824154200653236,Max
1,AB,30,1,22_AB_exp32,0.01679074577987194,0.01874121588965257,Min
3,AB,30,7,22_AB_exp8,0.020949553698301315,0.01874121588965257,Max
2,AD,30,1,22_AD_exp64,0.017069492489099503,0.018978246953338385,Min
11,AD,60,7,22_AD_exp64,0.021021690219640732,0.018978246953338385,Max
