,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
4,1,0,1,0,1,30,1,0.0014771879650652409,0.0014771879650652409,9150073.0,0.01746004819869995,2062,68.62280106544496,3_F_exp8,3_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,85,Network 2,F,Min
29,1,0,1,0,3,30,7,0.03543885424733162,0.03543885052204132,491923.4375,0.14890775084495544,2056,84.16552305221558,3_F_exp32,3_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,100,Network 2,F,Max
22,1,0,1,0,1,60,1,0.0020361833740025763,0.0020361833740025763,12873562.0,0.02094379812479019,2032,21.32091999053955,3_AA_exp32,3_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,26,Network 3,AA,Min
12,1,0,1,0,3,30,1,0.03553017601370812,0.03553017601370812,89.66990661621094,0.14813029766082764,2062,79.55674195289613,3_AA_exp8,3_AA.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,100,Network 3,AA,Max
4,1,0,1,0,1,30,1,0.0014771879650652409,0.0014771879650652409,9150073.0,0.01746004819869995,2062,68.62280106544496,3_F_exp8,3_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,85,Network 4,F,Min
29,1,0,1,0,3,30,7,0.03543885424733162,0.03543885052204132,491923.4375,0.14890775084495544,2056,84.16552305221558,3_F_exp32,3_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,100,Network 4,F,Max
