,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
8,1,0,0,0,0,30,1,0.01156217698007822,0.01156217698007822,193128.1875,0.07676629722118378,2062,36.43562388420104,3_N_exp64,3_N.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,45,Network 2,N,Min
1,1,0,0,0,0,30,7,0.017450712621212006,0.017450714483857155,439356.28125,0.09574157744646072,2056,84.42327094078064,3_N_exp8,3_N.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,100,Network 2,N,Max
10,1,0,0,0,0,60,1,0.010574831627309322,0.010574831627309322,148264.78125,0.07269292324781418,2032,51.38392186164856,3_T_exp64,3_T.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,64,Network 3,T,Min
1,1,0,0,0,0,30,7,0.017903696745634082,0.01790369488298893,490090.875,0.09661424160003662,2056,59.486525058746345,3_W_exp8,3_W.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,69,Network 3,W,Max
6,1,0,0,0,0,60,1,0.01094705332070589,0.01094705332070589,122489.375,0.07346905767917633,2032,51.31007480621338,3_AD_exp32,3_AD.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,63,Network 4,AD,Min
3,1,0,0,0,0,60,7,0.016838300973176956,0.016838300973176956,417592.96875,0.0936986580491066,2026,84.04294943809509,3_AD_exp8,3_AD.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,100,Network 4,AD,Max
