,letter,input_days,output_days,experiment_name,weighted_metric
2,Y,30,1,3_Y_exp64,0.01265091635286808
7,F,60,1,3_F_exp32,0.01282739202139908
2,M,30,1,3_M_exp64,0.013538519776109877
1,I,30,1,3_I_exp32,0.016757678725694353
