letter,input_days,output_days,experiment_name,weighted_metric
C,30,1,10_C_exp8,0.8536231815814972
C,30,1,10_C_exp32,0.8586151301860809
C,30,1,10_C_exp64,0.8768115937709808
C,30,7,10_C_exp8,0.8619047701358795
C,30,7,10_C_exp32,0.8869972229003906
C,30,7,10_C_exp64,0.8975381404161453
C,60,1,10_C_exp8,0.8706699460744858
C,60,1,10_C_exp32,0.8821078389883041
C,60,1,10_C_exp64,0.901062086224556
C,60,7,10_C_exp8,0.8608726412057877
C,60,7,10_C_exp32,0.8757447749376297
C,60,7,10_C_exp64,0.8931034505367279
