letter,input_days,output_days,experiment_name,weighted_metric
D,30,1,10_D_exp8,0.7815230935811996
D,30,1,10_D_exp32,0.7851499179378152
D,30,1,10_D_exp64,0.7939769849181175
D,30,7,10_D_exp8,0.7812875406816602
D,30,7,10_D_exp32,0.7876444170251489
D,30,7,10_D_exp64,0.8081212723627687
D,60,1,10_D_exp8,0.7824166361242533
D,60,1,10_D_exp32,0.7900100434198976
D,60,1,10_D_exp64,0.7927830340340734
D,60,7,10_D_exp8,0.7790862461552024
D,60,7,10_D_exp32,0.7997179953381419
D,60,7,10_D_exp64,0.8028029454872012
