,letter,input_days,output_days,experiment_name,weighted_metric
8,N,60,1,2_N_exp64,0.010636024177074429
7,Q,60,1,2_Q_exp32,0.011846046452521923
7,B,60,1,2_B_exp32,0.011745412014068314
1,D,30,1,2_D_exp32,0.012654582557099113
