letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,5_T_exp8,0.01237531937658787
T,30,1,5_T_exp32,0.013595431111752987
T,30,1,5_T_exp64,0.013142673298716543
T,30,7,5_T_exp8,0.01750814914703369
T,30,7,5_T_exp32,0.018209747970104214
T,30,7,5_T_exp64,0.014758940786123276
T,60,1,5_T_exp8,0.01329065766185522
T,60,1,5_T_exp32,0.013531140983104706
T,60,1,5_T_exp64,0.012263979762792587
T,60,7,5_T_exp8,0.01864472404122353
T,60,7,5_T_exp32,0.015920700505375862
T,60,7,5_T_exp64,0.01468652579933405
