letter,input_days,output_days,experiment_name,weighted_metric
AF,30,1,5_AF_exp8,0.013690245563413984
AF,30,1,5_AF_exp32,0.013483622807471713
AF,30,1,5_AF_exp64,0.012999038658460084
AF,30,7,5_AF_exp8,0.018049353724057523
AF,30,7,5_AF_exp32,0.017279827247191334
AF,30,7,5_AF_exp64,0.016935840911548778
AF,60,1,5_AF_exp8,0.013590179047710505
AF,60,1,5_AF_exp32,0.013198424025064277
AF,60,1,5_AF_exp64,0.013006124362234292
AF,60,7,5_AF_exp8,0.017858050033910982
AF,60,7,5_AF_exp32,0.016952902299457603
AF,60,7,5_AF_exp64,0.01655096797867841
