letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,5_Y_exp8,0.013823582790791987
Y,30,1,5_Y_exp32,0.012714890763163568
Y,30,1,5_Y_exp64,0.0126967690885067
Y,30,7,5_Y_exp8,0.018722422420978543
Y,30,7,5_Y_exp32,0.01848200149834156
Y,30,7,5_Y_exp64,0.015031386166810991
Y,60,1,5_Y_exp8,0.014282400719821453
Y,60,1,5_Y_exp32,0.012462734244763851
Y,60,1,5_Y_exp64,0.013180323876440523
Y,60,7,5_Y_exp8,0.018038831651210785
Y,60,7,5_Y_exp32,0.016942106187343597
Y,60,7,5_Y_exp64,0.015888173133134842
