letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,5_Q_exp8,0.014189659598638715
Q,30,1,5_Q_exp32,0.014377700481755832
Q,30,1,5_Q_exp64,0.013913562823778269
Q,30,7,5_Q_exp8,0.01816084739972943
Q,30,7,5_Q_exp32,0.016547063154350852
Q,30,7,5_Q_exp64,0.015113301450367442
Q,60,1,5_Q_exp8,0.013755517867729834
Q,60,1,5_Q_exp32,0.01406933622645963
Q,60,1,5_Q_exp64,0.014212918083769144
Q,60,7,5_Q_exp8,0.01843809780002255
Q,60,7,5_Q_exp32,0.016691524804252938
Q,60,7,5_Q_exp64,0.016672528502483346
