letter,input_days,output_days,experiment_name,weighted_metric
AI,30,1,5_AI_exp8,0.014173987407966987
AI,30,1,5_AI_exp32,0.013669243960919761
AI,30,1,5_AI_exp64,0.013684329634397913
AI,30,7,5_AI_exp8,0.018141232421333642
AI,30,7,5_AI_exp32,0.01663134697363856
AI,30,7,5_AI_exp64,0.015136430097609451
AI,60,1,5_AI_exp8,0.015326234704056352
AI,60,1,5_AI_exp32,0.013112697227061102
AI,60,1,5_AI_exp64,0.01369130638303216
AI,60,7,5_AI_exp8,0.018054190859889862
AI,60,7,5_AI_exp32,0.01679715977924079
AI,60,7,5_AI_exp64,0.015867912450555674
