letter,input_days,output_days,experiment_name,weighted_metric
C,30,1,5_C_exp8,0.014946593768587433
C,30,1,5_C_exp32,0.015697404502209314
C,30,1,5_C_exp64,0.014636011074114705
C,30,7,5_C_exp8,0.01764160302496448
C,30,7,5_C_exp32,0.01608630711423982
C,30,7,5_C_exp64,0.01543824590704183
C,60,1,5_C_exp8,0.01517085861606696
C,60,1,5_C_exp32,0.014491901550557195
C,60,1,5_C_exp64,0.013877717326827271
C,60,7,5_C_exp8,0.018561853863990185
C,60,7,5_C_exp32,0.016202410010947396
C,60,7,5_C_exp64,0.014977802340056478
