letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,5_AB_exp8,0.01371200755238533
AB,30,1,5_AB_exp32,0.013887256383895874
AB,30,1,5_AB_exp64,0.012694524601101877
AB,30,7,5_AB_exp8,0.018147794529795647
AB,30,7,5_AB_exp32,0.017028992995619774
AB,30,7,5_AB_exp64,0.016622141003608704
AB,60,1,5_AB_exp8,0.014824830926954746
AB,60,1,5_AB_exp32,0.01389938686043024
AB,60,1,5_AB_exp64,0.012958540581166744
AB,60,7,5_AB_exp8,0.018245117738842964
AB,60,7,5_AB_exp32,0.016935158520936966
AB,60,7,5_AB_exp64,0.015718890354037285
