letter,input_days,output_days,experiment_name,weighted_metric
W,30,1,5_W_exp8,0.013909569941461086
W,30,1,5_W_exp32,0.014177517965435982
W,30,1,5_W_exp64,0.013023979030549526
W,30,7,5_W_exp8,0.01819753274321556
W,30,7,5_W_exp32,0.017732815816998482
W,30,7,5_W_exp64,0.017401020973920822
W,60,1,5_W_exp8,0.01383387204259634
W,60,1,5_W_exp32,0.011900567449629309
W,60,1,5_W_exp64,0.013164292089641094
W,60,7,5_W_exp8,0.01698414050042629
W,60,7,5_W_exp32,0.017797080799937248
W,60,7,5_W_exp64,0.015616622753441334
