letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,5_G_exp8,0.01329964492470026
G,30,1,5_G_exp32,0.012072954326868056
G,30,1,5_G_exp64,0.012032703496515751
G,30,7,5_G_exp8,0.01790499500930309
G,30,7,5_G_exp32,0.015644924715161324
G,30,7,5_G_exp64,0.015153706073760988
G,60,1,5_G_exp8,0.013053320348262787
G,60,1,5_G_exp32,0.014091921970248222
G,60,1,5_G_exp64,0.014187805354595184
G,60,7,5_G_exp8,0.017673172056674957
G,60,7,5_G_exp32,0.015860335901379585
G,60,7,5_G_exp64,0.015945853665471073
