,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
5,J,30,7,25_J_exp64,0.5725867620232464,0.6398924148159034,Min
8,J,60,1,25_J_exp64,0.7321994468890849,0.6398924148159034,Max
4,V,30,7,25_V_exp32,0.5636745944077214,0.6355611356055141,Min
8,V,60,1,25_V_exp64,0.7372624699591027,0.6355611356055141,Max
3,G,30,7,25_G_exp8,0.7048925729016108,0.7850430984445179,Min
6,G,60,1,25_G_exp8,0.8417051510391402,0.7850430984445179,Max
4,T,30,7,25_T_exp32,0.7161750862856849,0.7911318009676829,Min
8,T,60,1,25_T_exp64,0.8348447369171648,0.7911318009676829,Max
4,W,30,7,25_W_exp32,0.7625357834066915,0.8059223669527787,Min
7,W,60,1,25_W_exp32,0.8453099196794658,0.8059223669527787,Max
