,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
1,1.0,1.0,0.0,0.0,0.0,0.0,30.0,7.0,0.11060500890016556,0.11060500144958496,0.7048925729016108,0.7494495511054993,0.6653363704681396,8169.0,28251.0,2731.0,4109.0,2056.0,48.86190247535706,25_G_exp8,25_G.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,36.0,Network 2,G,Min
2,2.0,1.0,0.0,0.0,0.0,0.0,60.0,1.0,0.06857599318027496,0.06857599318027496,0.8417051510391402,0.8077123761177063,0.8786848187446594,1550.0,3972.0,369.0,214.0,2032.0,104.81108856201172,25_G_exp8,25_G.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,79.0,Network 2,G,Max
5,5.0,1.0,0.0,0.0,0.0,0.0,30.0,7.0,0.10418585687875748,0.10418585687875748,0.7161750862856849,0.7686776518821716,0.6703860759735107,8231.0,28505.0,2477.0,4047.0,2056.0,32.7919557094574,25_T_exp32,25_T.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,24.0,Network 3,T,Min
6,6.0,1.0,0.0,0.0,0.0,0.0,60.0,1.0,0.06700162589550017,0.06700162589550017,0.8453099196794658,0.8188097476959229,0.8735827803611755,1541.0,4000.0,341.0,223.0,2032.0,61.73583841323853,25_W_exp32,25_W.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,46.0,Network 3,W,Max
