,letter,stdev base 8,stdev base 32,stdev base 64
0,J,0.22598347176274142,0.21870119103589655,0.20834793681156785
1,V,0.2411643333611621,0.2445743195974739,0.18539901237321046
2,G,0.0674332990485002,0.04469701077261355,0.0489335556836853
3,T,0.04072962022215469,0.05322897772625488,0.03569700278507853
4,W,0.03981613522945471,0.04228619893834448,0.036425858998441
