,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
22,22.0,1.0,1.0,0.0,5.0,0.0,60.0,1.0,0.04817811027169228,0.04817811027169228,0.0,0.0,0.0,0.0,630.0,0.0,42.0,3360.0,47.11134958267212,25_J_exp8,25_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,22.0,Network 2,J,Min
61,61.0,1.0,1.0,0.0,0.0,0.0,30.0,7.0,0.06407558172941208,0.06407558172941208,0.0,0.0,0.0,0.0,4147.0,0.0,452.0,3281.0,28.0977087020874,25_J_exp32,25_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,13.0,Network 2,J,Min
82,82.0,1.0,1.0,0.0,5.0,0.0,60.0,1.0,0.04837372899055481,0.04837372899055481,0.0,0.0,0.0,0.0,630.0,0.0,42.0,3360.0,32.32019543647766,25_J_exp32,25_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,15.0,Network 2,J,Min
83,83.0,1.0,1.0,0.0,5.0,0.0,60.0,7.0,0.05070040747523308,0.050700411200523376,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354.0,48.548911571502686,25_J_exp32,25_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,22.0,Network 2,J,Min
121,121.0,1.0,1.0,0.0,0.0,0.0,30.0,7.0,0.06751062721014023,0.06751062721014023,0.0,0.0,0.0,0.0,4147.0,0.0,452.0,3281.0,25.52550768852234,25_J_exp64,25_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,12.0,Network 2,J,Min
141,141.0,1.0,1.0,0.0,5.0,0.0,30.0,7.0,0.05308109149336815,0.05308109149336815,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384.0,56.0297212600708,25_J_exp64,25_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,26.0,Network 2,J,Min
143,143.0,1.0,1.0,0.0,5.0,0.0,60.0,7.0,0.04935567453503609,0.04935567080974579,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354.0,52.37635946273804,25_J_exp64,25_J.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,24.0,Network 2,J,Min
152,152.0,1.0,1.0,0.0,8.0,0.0,30.0,1.0,0.05542140081524849,0.05542140081524849,0.8740740656362146,0.8428571224212646,0.9076923131942748,118.0,368.0,22.0,12.0,2598.0,96.51728892326356,25_J_exp64,25_J.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,60.0,Network 2,J,Max
0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,1.0,0.06584778428077698,0.06584778428077698,0.0,0.0,0.0,0.0,594.0,0.0,64.0,3287.0,35.30827307701111,25_V_exp8,25_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,17.0,Network 3,V,Min
10,10.0,1.0,1.0,0.0,2.0,0.0,60.0,1.0,0.08007751405239105,0.08007751405239105,0.0,0.0,0.0,0.0,568.0,0.0,81.0,3242.0,45.78498196601868,25_V_exp8,25_V.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,22.0,Network 3,V,Min
20,20.0,1.0,1.0,0.0,5.0,0.0,30.0,1.0,0.050443459302186966,0.050443459302186966,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390.0,46.39407825469971,25_V_exp8,25_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,22.0,Network 3,V,Min
21,21.0,1.0,1.0,0.0,5.0,0.0,30.0,7.0,0.05301632359623909,0.05301632732152939,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384.0,65.73330664634705,25_V_exp8,25_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,30.0,Network 3,V,Min
61,61.0,1.0,1.0,0.0,0.0,0.0,30.0,7.0,0.06741505861282349,0.06741505116224289,0.0,0.0,0.0,0.0,4147.0,0.0,452.0,3281.0,33.806509017944336,25_V_exp32,25_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,16.0,Network 3,V,Min
80,80.0,1.0,1.0,0.0,5.0,0.0,30.0,1.0,0.04943502694368362,0.04943502694368362,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390.0,39.918992519378655,25_V_exp32,25_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,19.0,Network 3,V,Min
82,82.0,1.0,1.0,0.0,5.0,0.0,60.0,1.0,0.047250404953956604,0.047250404953956604,0.0,0.0,0.0,0.0,630.0,0.0,42.0,3360.0,53.518826007843025,25_V_exp32,25_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,25.0,Network 3,V,Min
141,141.0,1.0,1.0,0.0,5.0,0.0,30.0,7.0,0.05100193247199058,0.05100192129611969,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384.0,38.63352584838867,25_V_exp64,25_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,18.0,Network 3,V,Min
152,152.0,1.0,1.0,0.0,8.0,0.0,30.0,1.0,0.05673874169588089,0.05673874169588089,0.8540145878062921,0.8125,0.8999999761581421,117.0,363.0,27.0,13.0,2598.0,82.71499109268187,25_V_exp64,25_V.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,51.0,Network 3,V,Max
