,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
6,D,60,1,4_D_exp8,0.01654822467395864,0.01741846687267554,Min
9,D,60,7,4_D_exp8,0.018235961287360675,0.01741846687267554,Max
4,I,30,7,4_I_exp32,0.03026215928438425,0.035434204545782666,Min
9,I,60,7,4_I_exp8,0.04092394531814054,0.035434204545782666,Max
2,C,30,1,4_C_exp64,0.015609639831779506,0.01679788054216846,Min
9,C,60,7,4_C_exp8,0.01852156207779376,0.01679788054216846,Max
0,F,30,1,4_F_exp8,0.01543889704899972,0.016930621453963283,Min
3,F,30,7,4_F_exp8,0.018420192092156208,0.016930621453963283,Max
7,Q,60,1,4_Q_exp32,0.016018967077668218,0.017244749432670983,Min
6,Q,60,1,4_Q_exp8,0.01908253440868203,0.017244749432670983,Max
11,AA,60,7,4_AA_exp64,0.015718629556324554,0.017263914239318934,Min
0,AA,30,1,4_AA_exp8,0.01849604187877614,0.017263914239318934,Max
4,AI,30,7,4_AI_exp32,0.016519673389750494,0.017123987409905776,Min
3,AI,30,7,4_AI_exp8,0.018654877550806068,0.017123987409905776,Max
7,B,60,1,4_B_exp32,0.016307788897117897,0.017092288479258512,Min
3,B,30,7,4_B_exp8,0.018077317020707143,0.017092288479258512,Max
7,J,60,1,4_J_exp32,0.017154087786007074,0.01785337414034233,Min
3,J,30,7,4_J_exp8,0.018531265911184442,0.01785337414034233,Max
8,M,60,1,4_M_exp64,0.016803632427726974,0.017449379952413132,Min
3,M,30,7,4_M_exp8,0.018512911014571917,0.017449379952413132,Max
2,V,30,1,4_V_exp64,0.017107386263322182,0.017857923481224697,Min
9,V,60,7,4_V_exp8,0.018614735419102833,0.017857923481224697,Max
7,AF,60,1,4_AF_exp32,0.016363157534643128,0.017423596991296513,Min
3,AF,30,7,4_AF_exp8,0.018390568928057405,0.017423596991296513,Max
11,A,60,7,4_A_exp64,0.015826821327209473,0.017137886956334114,Min
9,A,60,7,4_A_exp8,0.018289545550942414,0.017137886956334114,Max
1,G,30,1,4_G_exp32,0.014787040650844576,0.01698655029758811,Min
4,G,30,7,4_G_exp32,0.0196215957403183,0.01698655029758811,Max
6,N,60,1,4_N_exp8,0.01582962088286877,0.017246106794724863,Min
9,N,60,7,4_N_exp8,0.018755048513412486,0.017246106794724863,Max
8,T,60,1,4_T_exp64,0.014342986978590487,0.016719654202461243,Min
9,T,60,7,4_T_exp8,0.01848831027746201,0.016719654202461243,Max
8,W,60,1,4_W_exp64,0.014776216819882391,0.016661794080088537,Min
3,W,30,7,4_W_exp8,0.01838146522641182,0.016661794080088537,Max
8,Y,60,1,4_Y_exp64,0.015073845162987709,0.017353504275282223,Min
4,Y,30,7,4_Y_exp32,0.019415484741330147,0.017353504275282223,Max
7,AB,60,1,4_AB_exp32,0.014717377722263338,0.017165687400847673,Min
9,AB,60,7,4_AB_exp8,0.018800145015120503,0.017165687400847673,Max
6,AD,60,1,4_AD_exp8,0.01595185697078705,0.01702330478777488,Min
3,AD,30,7,4_AD_exp8,0.018858568742871284,0.01702330478777488,Max
0,AG,30,1,4_AG_exp8,0.01561922300606966,0.017074059306954343,Min
1,AG,30,1,4_AG_exp32,0.019091591238975525,0.017074059306954343,Max
