letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,16_N_exp8,0.013957316055893898
N,30,1,16_N_exp32,0.0126213226467371
N,30,1,16_N_exp64,0.012525800615549088
N,30,7,16_N_exp8,0.0177034642547369
N,30,7,16_N_exp32,0.01740245148539543
N,30,7,16_N_exp64,0.01698325015604496
N,60,1,16_N_exp8,0.013430071994662285
N,60,1,16_N_exp32,0.012593047693371771
N,60,1,16_N_exp64,0.012435478158295156
N,60,7,16_N_exp8,0.017851930111646652
N,60,7,16_N_exp32,0.01724257320165634
N,60,7,16_N_exp64,0.01700625941157341
