letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,16_Y_exp8,0.013455670326948166
Y,30,1,16_Y_exp32,0.012563284486532213
Y,30,1,16_Y_exp64,0.01244999747723341
Y,30,7,16_Y_exp8,0.017482759431004524
Y,30,7,16_Y_exp32,0.017956430092453957
Y,30,7,16_Y_exp64,0.017243999987840652
Y,60,1,16_Y_exp8,0.013993584550917149
Y,60,1,16_Y_exp32,0.01254313811659813
Y,60,1,16_Y_exp64,0.01267920434474945
Y,60,7,16_Y_exp8,0.017711549997329712
Y,60,7,16_Y_exp32,0.017156077548861504
Y,60,7,16_Y_exp64,0.01760759949684143
