letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,16_V_exp8,0.013985399655890806
V,30,1,16_V_exp32,0.013468773710278518
V,30,1,16_V_exp64,0.013385087492292006
V,30,7,16_V_exp8,0.018296012971282864
V,30,7,16_V_exp32,0.017810877479398936
V,30,7,16_V_exp64,0.017883181763572273
V,60,1,16_V_exp8,0.014847044480973454
V,60,1,16_V_exp32,0.014107023027132858
V,60,1,16_V_exp64,0.01399043949463507
V,60,7,16_V_exp8,0.01850478735231041
V,60,7,16_V_exp32,0.01841096903540586
V,60,7,16_V_exp64,0.018348187560206678
