letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,16_G_exp8,0.01326197385787964
G,30,1,16_G_exp32,0.012514989823102951
G,30,1,16_G_exp64,0.012590245343744757
G,30,7,16_G_exp8,0.01848347671329975
G,30,7,16_G_exp32,0.01740974560379982
G,30,7,16_G_exp64,0.01756179705262184
G,60,1,16_G_exp8,0.013241395354270937
G,60,1,16_G_exp32,0.012773336842656136
G,60,1,16_G_exp64,0.01253602746874094
G,60,7,16_G_exp8,0.017977448180317882
G,60,7,16_G_exp32,0.018114935606718063
G,60,7,16_G_exp64,0.018412919715046886
