letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,16_I_exp8,0.03752683208025457
I,30,1,16_I_exp32,0.037264511923853785
I,30,1,16_I_exp64,0.03721641845617924
I,30,7,16_I_exp8,0.02525664655643217
I,30,7,16_I_exp32,0.024849754083081724
I,30,7,16_I_exp64,0.024968789119505144
I,60,1,16_I_exp8,0.026548686653986107
I,60,1,16_I_exp32,0.026248271027290253
I,60,1,16_I_exp64,0.026219505946481664
I,60,7,16_I_exp8,0.0331509051110337
I,60,7,16_I_exp32,0.03296088074884292
I,60,7,16_I_exp64,0.032735530889156365
